domain,security_email,score,sources,source_url,snippet
questionpro.com,vulnerability@questionpro.com,5,direct,https://www.questionpro.com/.well-known/security.txt,Contact: mailto:vulnerability@questionpro.com Expires: 2027-01-01T10:29:00Z
rallyuxr.com,bugbounty@rallyuxr.com,5,direct,https://www.rallyuxr.com/security,"am with. If you would like to participate in the bug bounty program, please contact <a href=""mailto:bugbounty@rallyuxr.com"" class=""text-link"">bugbounty@rallyuxr.com</a> for an invitation.</p></div></d"
ramp.com,security-external@ramp.com,5,direct,https://ramp.com/.well-known/security.txt,"Contact: mailto:security-external@ramp.com Expires: 2027-03-18T19:00:00.000Z Preferred-Languages: en, es Hiring: https://ramp.com/careers"
razorpay.com,disclosures@razorpay.com,5,direct,https://razorpay.com/responsible-disclosure/,Contact: mailto:disclosures@razorpay.com Expires: 2022-12-31T18:29:00.000Z Acknowledgments: https://razorpay.com/hall-of-fame/ Preferred-Lan
referralcandy.com,security@referralcandy.com,5,direct,https://www.referralcandy.com/privacy,ailed information on our data security practices please reach out to our dedicated security team at security@referralcandy.com.</p><h2>How to contact us</h2><p>If you have any questions regarding this
relay.app,security@relay.app,5,direct,https://www.relay.app/security,"$--><a class=""framer-text framer-styles-preset-12i9i8v"" data-styles-preset=""BnkowpUEK"" href=""mailto:security@relay.app"" target=""_blank"" rel=""noopener"">security@relay.app</a><!--/$-->.</p></div></div><"
remote.com,security@remote.com,5,direct,https://remote.com/abuse,"se send an email to\""},{\""text\"":\"" \""},{\""type\"":\""a\"",\""uid\"":\""nz8\"",\""attrs\"":{\""url\"":\""mailto:security@remote.com\""},\""children\"":[{\""text\"":\""security@remote.com\""}]}]}],\""_version\"":6},\""image"
rocketlane.com,security@rocketlane.com,5,direct,https://www.rocketlane.com/responsible-disclosure,"How to report</h4><p class=""body-long-02-2"">All vulnerabilities must be reported to <a href=""mailto:security@rocketlane.com"" class=""span-link"">security@rocketlane.com</a> with the following details:<b"
rolli.ai,security@rolli.ai,5,direct,https://rolli.ai/terms,"y third party not authorized under your subscription plan. You agree to notify Rolli immediately at security@rolli.ai of any unauthorized use of or access to your account.\""}],[\""$\"",\""p\"",\""2\"",{\""st"
rootly.com,security@rootly.com,5,direct,https://rootly.com/.well-known/security.txt,Contact: mailto:security@rootly.com Expires: 2026-09-01T00:00:00.000Z Preferred-Languages: en Policy: https://rootly.com/legal/vulnerab
rowzero.com,security@rowzero.com,5,direct,https://rowzero.com/security,"enterprise tiers.</p><p>For any questions regarding our security practices, please send an email to security@rowzero.com or <a href=""https://rowzero.com/contact"" target=""_blank"" rel=""noopener noreferr"
runway.team,security@runway.team,5,direct,https://www.runway.team/security,">Scroll down for some additional security highlights, and feel free to reach out to <a href=""mailto:security@runway.team"">security@runway.team</a> with any questions.</div><div class=""page-info-block "
rye.com,security@rye.com,5,direct,https://rye.com/.well-known/security.txt,Contact: security@rye.com Encryption: https://rye.com/pgp-key.txt Hiring: https://jobs.ashbyhq.com/rye
safetyculture.com,security@safetyculture.com,5,direct,https://safetyculture.com/.well-known/security.txt,-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA512 Contact: mailto:security@safetyculture.com Preferred-Languages: en Encryption: https://safetyculture.com/pgp-safetyculture-security-public.asc
saleshandy.com,security@saleshandy.com,5,direct,https://saleshandy.com/vulnerability-disclosure,"If you are unsure whether your testing approach is acceptable, contact us at </span><a href=""mailto:security@saleshandy.com"" class=""text-primary underline underline-offset-2 hover:text-primary-hover"">"
salesmanago.com,security-team@salesmanago.com,5,direct,https://www.salesmanago.com/security.txt,"# Have you observed security problems? Report it to us! Contact: mailto: security-team@salesmanago.com Expires: 2027-01-01T11:00:00.000Z Preferred-Languages: EN-US, PL-PL"
sanity.io,security@sanity.io,5,direct,https://www.sanity.io/.well-known/security.txt,"I Canonical: https://www.sanity.io/.well-known/security.txt # Our security address Contact: mailto:security@sanity.io # Prefered language Preferred-Languages: en,no # Our security policy Policy: https"
scriptsave.com,security-reporting@scriptsave.com,5,direct,https://www.scriptsave.com/privacy/,"cgi/l/email-protection#5a293f392f28332e2377283f2a35282e33343d1a293928332a2e293b2c3f74393537"" title=""security-reporting@scriptsave.com"" type=""external""><span class=""__cf_email__"" data-cfemail=""7a091f19"
searchatlas.com,security@searchatlas.com,5,direct,https://searchatlas.com/.well-known/security.txt,Contact: mailto:security@searchatlas.com Expires: 2030-01-01T19:51:00Z
seqera.io,security@seqera.io,5,direct,https://seqera.io/.well-known/security.txt,Contact: mailto:security@seqera.io Encryption: https://seqera.io/.well-known/security-team-publickey.txt Preferred-Languages: en Expir
shortcut.com,security@shortcut.com,5,direct,https://www.shortcut.com/security,"nce with the controls we’ve implemented. For a copy of our SOC2 report please email <a href=""mailto:security@shortcut.com"">security@shortcut.com</a>. </p><h2>HIPAA Compliance</h2><p>Shortcut supports "
skilljar.com,sec_reporting@skilljar.com,5,direct,https://www.skilljar.com/security,"Notification</h2><p>For issues found with Skilljar products, send these concerns to <a href=""mailto:sec_reporting@skilljar.com"">sec_reporting@skilljar.com</a>.</p><h2>Non-Skilljar Issues</h2><p>Any is"
socialinsider.io,security@socialinsider.io,5,direct,https://www.socialinsider.io/vulnerability-disclosure,"sclosure policy (if any).<br> If you aren’t sure whether a system is in scope or not, contact us at security@socialinsider.io before starting your research </p><p></p><!----><p class=""text-lg text-und"
socket.dev,security@socket.dev,5,direct,https://socket.dev/.well-known/security.txt,Expires: 2030-01-31T17:00:00.000Z Contact: mailto:security@socket.dev Preferred-Languages: en Canonical: https://socket.dev/.well-known/security.txt Policy: https://sock
sparktoro.com,security@sparktoro.com,5,direct,https://sparktoro.com/policies/privacy,"ould take to protect yourself</li> <li>Contact information for questions: <a href=""mailto:security@sparktoro.com"">security@sparktoro.com</a></li> </ul> <p><span class=""bold"">When We Notify:</span"
spekit.co,security@spekit.co,5,direct,https://www.spekit.com/legal/privacy-policy,"d. If you have any questions about the security of your data, you can contact us at <a href=""mailto:security@spekit.co"">security@spekit.com</a>.<br/></p><p><strong>Use by Minors.</strong> We do not di"
sproutsocial.com,security@sproutsocial.com,5,direct,https://sproutsocial.com/legal/,"fy Sprout Social via email to "",""marks"":[],""data"":{}},{""nodeType"":""hyperlink"",""data"":{""uri"":""mailto:security@sproutsocial.com""},""content"":[{""nodeType"":""text"",""value"":""security@sproutsocial.com"",""marks"
stackby.com,security@stackby.com,5,direct,https://stackby.com/security,"nsrpbhaglqkhkfegvoaidiolpqcgrthx""><a class=""brz-a brz-btn brz-css-zOcje brz-css-k8BEF"" href=""mailto:security@stackby.com"" target=""_blank"" rel=""noopener"" data-brz-link-type=""external"" data-brz-custom-i"
standardmetrics.io,security@standardmetrics.io,5,direct,https://standardmetrics.io/privacy-policy/,"nd choices, or request access to your Information, by modifying your profile or by contacting us at security@standardmetrics.io or following instructions provided in communications sent to you. Please"
streamkap.com,security@streamkap.com,5,direct,https://streamkap.com/terms,party to the other will be deemed to be properly given if given in writing and delivered via email security@streamkap.com. <br> <br>10.5 Non-waiver. Any failure of either party to insist upon or enfor
sumup.com,bugbounty@sumup.com,5,direct,https://sumup.com/.well-known/security.txt,-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA256 Contact: mailto:bugbounty@sumup.com Expires: 2035-07-16T16:00:00.000Z Encryption: https://www.sumup.com/pub-key.pgp Preferred-Languages
superglue.ai,security@superglue.ai,5,direct,https://superglue.ai/trust,"<div class=""hero-cta-wrap""> <a href=""mailto:security@superglue.ai"" class=""cta cta-auto-width cta-hero w-inline-block"" style=""border:1px solid #000000; background-col"
supermetrics.com,security@supermetrics.com,5,direct,https://supermetrics.com/.well-known/security.txt,Contact: mailto:security@supermetrics.com Expires: 2027-01-31T00:00:00.000Z
supernova.ai,security@supernova.ai,5,direct,https://supernova.ai/docs/security,"ges.</p> <h3>SOC 2</h3> <p>Supernova is SOC 2 Type 2 certified. You can reach us at <a href=""mailto:security@supernova.ai"">security@supernova.ai</a> to request our most recent SOC 2 Type 2 report.</p>"
tailorhq.ai,security@tailorhq.ai,5,direct,https://tailorhq.ai/.well-known/security.txt,Contact: mailto:security@tailorhq.ai Expires: 2027-04-23T00:00:00.000Z Preferred-Languages: en Canonical: https://tailorhq.ai/.well-know
talproindia.com,abuse@talproindia.com,5,direct,https://talproindia.com/.well-known/security.txt,Contact: mailto:security@talproindia.com Contact: mailto:abuse@talproindia.com Expires: 2027-05-26T00:00:00.000Z Preferred-Languages: en Canonical: https://talproindia.com/.well-
targetboard.ai,security@targetboard.ai,5,direct,https://targetboard.ai/security,"f you have a security concern or suspect a potential vulnerability, please report it to the team at security@targetboard.ai."" } } ] } } </script><style>.anti-flicker, .anti-flicker * {visibility: hidd"
texau.com,security@texau.com,5,direct,https://www.texau.com/trust-center,"have a vulnerability disclosure policy?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":""Yes. Submit to security@texau.com with details and a proof-of-concept where applicable. We acknowledge within 2 busi"
textexpander.com,security@textexpander.com,5,direct,https://textexpander.com/security,"ss=""row""> <div class=""col-12 text-center""> <p>Have an ethical vulnerability report? <a href=""security@textexpander.com"">Let us know</a>.</p> </div> </div> </div> </section> <style> .wide-card { } @med"
thisandthat.chat,security@thisandthat.chat,5,direct,https://www.thisandthat.chat/security,"ty and privacy questions directly. Email us. A real person reads every message.</p> <a href=""mailto:security@thisandthat.chat"" class=""se-cta-btn"" data-astro-cid-rpovodi2>Email security@thisandthat.cha"
thredcloud.com,security@thredcloud.com,5,direct,https://www.thredcloud.com/terms,"an></p> <p><span><strong>Email:</strong> </span><a href=""mailto:security@ThredCloudcloud.com""><span>security@thredcloud.com</span></a></p> <p><span>ThredCloud will investigate reports in good faith an"
tickadoo.com,security@tickadoo.com,5,direct,https://www.tickadoo.com/privacy,"believe your account or data has been compromised, please contact us immediately at <a href=""mailto:security@tickadoo.com"">security@tickadoo.com</a>.</p></div></section><section class=""mt-12 border-pa"
trunk.io,security@trunk.io,5,direct,https://trunk.io/security,"s-module__hWNi-a__footer""><div><p>If you find a vulnerability, please send an email <a href=""mailto:security@trunk.io"">security@trunk.io</a> to report it to our security team.</p> </div></div></div><d"
tryscott.ai,security@tryscott.ai,5,direct,https://www.tryscott.ai/.well-known/security.txt,ecurity contact for Scott (Juno Labs Inc.) # https://www.rfc-editor.org/rfc/rfc9116 Contact: mailto:security@tryscott.ai Expires: 2027-06-15T00:00:00.000Z Preferred-Languages: en Canonical: https://ww
upsun.com,security@upsun.com,5,direct,https://upsun.com/.well-known/security.txt,Contact: security@upsun.com Expires: 2099-12-31T00:00:00.000Z Policy: https://upsun.com/trust-center/security/responsible-discl
vacationtracker.io,security@vacationtracker.io,5,direct,https://vacationtracker.io/.well-known/security.txt,-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA256 # Our security address Contact: mailto:security@vacationtracker.io # This document expires at: Expires: 2024-01-12T11:00:00.000Z # Our PGP key Encryptio
vanta.com,security@vanta.com,5,direct,https://vanta.com/.well-known/security.txt,Policy: https://www.vanta.com/disclosure Contact: mailto:security@vanta.com Expires: 2026-11-15T00:00:00.000Z Preferred-Languages: en
vector.co,security@vector.co,5,direct,https://www.vector.co/security,"lt="""" class=""faq-arrow""/></a><div class=""faq-content""><p class=""paragraph-2"">Please send request to security@vector.co.</p></div></div><div class=""faq-question-wraps last""><a href=""#"" class=""faq-quest"
veeam.com,security@veeam.com,5,direct,https://www.veeam.com/.well-known/security.txt,Contact: security@veeam.com Expires: 2025-01-01T06:00:00.000Z Acknowledgments: https://hackerone.com/veeam/thanks Preferred-Lan
vetster.com,security@vetster.com,5,direct,https://vetster.com/security.txt,Contact: mailto:security@vetster.com Contact: https://vetster.com/en-us/support Hiring: https://careers.vetster.com
voiceflow.com,security@voiceflow.com,5,direct,https://www.voiceflow.com/legal/security,"k-grey-8 max-w-508 _w-full-tablet"">If you discover a potential security vulnerability, please email security@voiceflow.com. Eligible submissions may qualify for our bug bounty program.<br/><br/>Voicef"
web.de,report@bugbounty.web.de,5,direct,https://web.de/.well-known/security.txt,"Contact: mailto:report@bugbounty.web.de Acknowledgments: https://bugbounty.web.de/halloffame-index.html Preferred-Languages: de, en Policy:"
whimsical.com,security@whimsical.com,5,direct,https://whimsical.com/terms/vulnerability-disclosure,"hunteruniversity/nonvuln"">common non-vulnerability</a>?<br/>Please send a report to <a href=""mailto:security@whimsical.com"">security@whimsical.com</a> <!-- -->with details like:</p><ul><li>A summary o"
writesonic.com,security@writesonic.com,5,direct,https://writesonic.com/security.txt,Contact: mailto:security@writesonic.com Expires: 2025-03-18T18:30:00.000Z Preferred-Languages: en Canonical: https://writesonic.com/securit
zite.com,security@zite.com,5,direct,https://www.zite.com/help/security,"-pointer"">How to report vulnerabilities</span></h2> <span data-as=""p"">You can email <a href=""mailto:security@zite.com"" target=""_blank"" rel=""noreferrer"" class=""link"">security@zite.com</a> with details "
zoominfo.com,security@zoominfo.com,5,direct,https://www.zoominfo.com/legal/security-overview,"omInfo, bugs, or any other security concern, please let us know by contacting us at <a href=""mailto:security@zoominfo.com"">security@zoominfo.com</a>, and thank you in advance!</p></div></div></main><f"
